0
ID
Sexo
Idade
naturalidade
zona de residência
média de internamentos por ano
média de idas ao SU por ano
média de CVO por ano
média de internamentos por CVO por ano
Hb basal
HbS basal
AVC (nº total)
AVC (tipo)
Infeções bacterianas (nº total)
trato respiratório
agente identificado
trato genitourinário
agente identificado.1
sistema osteo articular
agente identificado.2
vias hepato biliares
agente identificado.3
SNC
agente identificado.4
dermatológico
agente identificado.5
Pn
Hib
Men B
Men ACWY
Gripe
SARS-COV2
anemia agudizada (nº total)
necessidade de internamento
STA (nºtotal)
necessidade de UCI
Úlcera Cutânea Crónica
DRC
Hepatopatia falciforme
Hepatosiderose
Ferro Hepático (μmol/g)
Litíase Vesicular
Doença Pulmonar Obstrutiva
Doença pulmonar restritiva
Osteopenia ou osteoporose
Necrose avascular óssea
Artroplastia (SIM/NÃO)
Osteomielite crónica
Cardiopatia dilatada
Cardiopatia hipertrófica
Doença cerebrovascular
Hipertensão pulmonar
Retinopatia ou máculopatia
Disfunção Erétil
Hidroxiureia
Dosagem (mg/dia)
Transfusões
Frequência
RM crânio_pescoço
ECOTT
Fundoscoppia
RM Hepática
ECO Renal
Provas Respiratórias
Densitometria
